ID-Global;ID;Article_Number;Article_Name;Summary_Consistency;Article_Olaf_Scholz;Article_SPD;Article_Robert_Habeck;Article_die_Gruenen;Article_Christian_Lindner;Article_FDP;Article_the_coalition_breakdown;Summary_Olaf_Scholz;Summary_SPD;Summary_Robert_Habeck;Summary_die_Gruenen;Summary_Christian_Lindner;Summary_FDP;Summary_the_coalition_breakdown;Comparison_Olaf_Scholz;Comparison_SPD;Comparison_Robert_Habeck;Comparison_die_Gruenen;Comparison_Christian_Lindner;Comparison_FDP;Comparison_the_coalition_breakdown
589;142;33;European Stocks Tumble On Economic, Geopolitical Concerns;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
590;143;34;After Trump win, Orban basks in hosting European leaders;1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
591;144;35;Olaf Scholz makes statement on current German Bundestag situation after government collapse;1;-1;-1;-1;-1;-1;-1;-1;0;0;;;;;;-1;-1;0;0;0;0;0
592;145;36;MARKET ANALYSIS: U.S. Stocks May Lack Direction Following Recent Strength;1;-1;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
593;146;37;The Week in Pictures: November 8-15, 2024;1;;;;;;;;;;;;;;-1;0;0;0;0;0;0;-1
594;147;38;Sales in Western Europe set to decline in 2024 - GlobalData;1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
595;148;39;NATO chief backs Germany to meet defence obligations;1;1;;;;;;;1;;;;;;;1;0;0;0;0;0;0
596;149;40;NATO chief backs Germany to meet defence obligations;1;1;;;;;;;1;;;;;;;1;0;0;0;0;0;0
597;150;41;Europe's economy needs help. Political chaos in France and Germany means it may be slower in coming;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1
598;151;43;Europe's economy needs help. Political chaos in France and Germany means it may be slower in coming;1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
599;152;45;Germany's Habeck says he regrets collapse of coalition government;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
600;153;46;Olaf Scholz addresses Bundestag;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
601;154;47;Olaf Scholz attends Minister of Education and Research appointment;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
602;155;48;CAC 40 Edges Lower As Investors React To China's Stimulus Announcement;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
603;156;49;Germany's Habeck says he regrets collapse of coalition government;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
604;157;50;Germany's Habeck says he regrets collapse of coalition government;1;-1;-1;0;0;-1;-1;-1;-1;-1;0;0;-1;-1;-1;1;1;1;1;1;1;1
605;158;51;German lesbian couple lose adoption case before European rights court;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
606;159;52;PM Orbán: Hungary must continue to pursue a sober kind of politics;1;;;;;1;1;-1;;;;;;;;0;0;0;0;0;0;0
607;160;53;November in review;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
608;161;54;Musk rails against judges in Italy migrant row;1;-1;;;;;;-1;-1;;;;;;;1;0;0;0;0;0;0
609;162;55;DAX Rallies As Germany Faces Snap Election;1;-1;;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;-1;0;0;1;1;1
610;163;56;Swiss central bank announces big rate cut to boost economy;1;-1;;;-1;;;-1;;;;;;;;0;0;0;0;0;0;0
611;164;57;European Shares Inch Higher With German Politics In Focus;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
612;165;58;"Scholz confirms confidence vote in 1st speech since coalition gov't collapsed; GERMANY GOVERNMENT";1;0;0;;0;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;0;-1;1;1;1
613;166;59;Germany's Scholz sacks finance minister as government nears collapse;1;-1;;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
614;167;60;URGENT: Germany's Scholz sacks finance minister as government;1;1;0;;;-1;-1;-1;-1;;;;-1;-1;-1;-1;0;0;0;1;1;1
615;168;61;Germany's Scholz sacks finance minister as government nears collapse;1;0;0;0;0;-1;-1;-1;0;0;;;;;;1;1;0;0;0;0;0
616;169;63;Germany's Scholz sacks finance minister as government nears collapse;1;0;0;0;0;-1;-1;-1;1;1;1;1;-1;-1;-1;-1;-1;-1;-1;1;1;1
617;170;64;MARKET ANALYSIS: Futures Pointing To Continued Strength On Wall Street;1;-1;-1;;-1;;-1;-1;;;;;;;;0;0;0;0;0;0;0
618;171;65;CAC 40 gains 0.76% on Nov 7;1;-1;-1;;;-1;-1;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
619;172;66;Half-year Report;1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
620;173;67;DEPARTMENT PRESS BRIEFING NOVEMBER 7, 2024;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
621;174;68;Department Press Briefing November 7, 2024;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
